timestamp,open,high,low,close,volume
2026-01-12 09:15:00+05:30,25770.0,25793.9,25641.0,25666.0,31835
2026-01-12 10:15:00+05:30,25665.3,25699.8,25628.3,25635.5,9129
2026-01-12 11:15:00+05:30,25637.7,25679.0,25573.2,25679.0,14345
2026-01-12 12:15:00+05:30,25679.0,25844.4,25657.6,25816.4,33014
2026-01-12 13:15:00+05:30,25818.0,25855.0,25780.6,25826.0,9710
2026-01-12 14:15:00+05:30,25822.5,25899.0,25797.3,25865.5,17822
2026-01-12 15:15:00+05:30,25865.8,25889.0,25864.9,25880.0,5911
2026-01-13 09:15:00+05:30,25911.0,25934.8,25758.3,25793.3,28980
2026-01-13 10:15:00+05:30,25798.2,25885.0,25785.0,25850.4,10023
2026-01-13 11:15:00+05:30,25850.9,25877.0,25775.0,25777.7,6288
2026-01-13 12:15:00+05:30,25775.0,25799.5,25681.0,25723.6,14485
2026-01-13 13:15:00+05:30,25720.1,25749.0,25680.3,25693.9,6780
2026-01-13 14:15:00+05:30,25693.0,25809.7,25661.1,25792.0,17272
2026-01-13 15:15:00+05:30,25792.2,25798.0,25775.3,25780.4,3542
2026-01-14 09:15:00+05:30,25750.1,25825.0,25693.3,25761.0,15083
2026-01-14 10:15:00+05:30,25761.0,25795.0,25716.0,25785.5,7601
2026-01-14 11:15:00+05:30,25785.6,25850.0,25780.6,25803.0,9423
2026-01-14 12:15:00+05:30,25802.0,25833.7,25790.0,25802.6,3738
2026-01-14 13:15:00+05:30,25802.0,25815.5,25681.0,25715.0,12839
2026-01-14 14:15:00+05:30,25716.2,25769.4,25670.0,25712.5,13880
2026-01-14 15:15:00+05:30,25713.5,25731.3,25706.9,25728.0,8017
2026-01-16 09:15:00+05:30,25784.0,25868.0,25752.0,25862.5,22395
2026-01-16 10:15:00+05:30,25863.4,25958.0,25862.5,25889.3,24461
2026-01-16 11:15:00+05:30,25887.0,25915.0,25837.0,25910.3,8084
2026-01-16 12:15:00+05:30,25910.0,25915.0,25777.0,25787.0,11148
2026-01-16 13:15:00+05:30,25787.0,25794.4,25722.0,25745.4,13551
2026-01-16 14:15:00+05:30,25747.0,25779.9,25732.0,25739.0,8426
2026-01-16 15:15:00+05:30,25739.6,25765.0,25739.4,25749.4,4243
2026-01-19 09:15:00+05:30,25626.0,25669.9,25541.0,25560.5,26072
2026-01-19 10:15:00+05:30,25561.5,25609.0,25530.0,25570.5,9738
2026-01-19 11:15:00+05:30,25573.2,25590.9,25550.0,25569.9,4905
2026-01-19 12:15:00+05:30,25569.9,25605.0,25544.4,25566.6,4914
2026-01-19 13:15:00+05:30,25566.4,25680.0,25561.3,25639.0,13171
2026-01-19 14:15:00+05:30,25637.7,25669.3,25606.9,25612.8,9349
2026-01-19 15:15:00+05:30,25616.8,25620.0,25567.1,25574.0,5939
2026-01-20 09:15:00+05:30,25600.0,25604.8,25467.3,25500.1,20620
